SquareFootage,NumRooms,NumBathrooms,HasBalcony,HasGymAccess,HasParking,NeighborhoodSafetyIndex,WalkScore,SchoolRating,Rent
2868,1,2,0,0,1,4.04,19,2.0,5738.7
1830,3,1,0,0,1,4.42,4,2.4,4017.08
689,4,1,0,1,1,7.53,31,5.3,3413.23
911,4,1,1,1,0,3.82,90,2.8,3697.78
2801,4,3,0,0,0,4.71,97,1.2,6889.95
2919,2,1,0,0,0,3.42,38,6.7,5826.64
825,2,1,1,0,1,4.94,28,3.1,3020.68
546,2,2,1,1,1,8.67,78,5.3,3965.04
2400,4,1,0,0,0,4.38,93,3.1,5734.44
638,2,2,1,1,1,1.18,85,4.0,2719.23
1984,5,1,0,0,0,2.21,87,6.4,5339.74
1405,3,2,1,0,1,1.4,32,4.4,3925.56
2753,3,1,1,0,1,3.07,67,3.8,6117.74
2757,1,2,0,0,1,4.26,75,3.4,6236.72
1739,5,3,1,0,1,4.19,19,2.0,5191.11
2302,5,2,1,0,1,8.5,18,2.3,6171.04
2724,5,3,1,0,0,9.59,34,1.1,6391.8
1957,1,1,0,0,1,5.3,36,3.7,4440.73
1282,2,2,1,1,1,7.92,71,4.6,4410.71
1575,2,1,1,0,1,8.18,33,1.2,3944.37
1395,3,1,1,1,1,2.65,87,3.8,4756.95
2126,4,3,0,0,0,1.95,87,9.0,5903.49
2568,2,3,0,1,1,1.74,60,1.9,5781.52
2097,3,2,0,1,0,9.9,27,1.9,5784.32
1305,4,2,0,0,1,5.84,52,3.8,4266.76
2314,3,1,1,0,0,2.38,95,3.4,5692.62
2236,1,3,1,1,0,9.6,69,8.1,6111.24
1521,2,2,0,1,1,9.31,94,1.0,5737.18
946,5,1,0,0,0,5.35,93,5.8,4589.53
502,2,3,0,0,0,8.76,23,8.7,2970.89
1957,4,3,0,0,0,3.12,62,1.9,5250.3
2361,4,1,1,0,0,3.92,16,3.4,5025.7
1458,4,2,0,1,0,4.13,57,6.1,4634.3
1946,4,2,0,1,0,6.24,48,8.2,5198.14
815,4,1,1,0,1,8.57,45,4.0,3612.75
532,3,1,1,1,1,7.64,45,2.2,3142.25
1599,4,2,1,1,0,7.74,41,7.0,5056.53
432,1,3,1,1,1,8.26,91,4.5,3926.67
1117,5,3,0,0,0,4.41,28,5.7,3756.24
619,3,1,1,1,0,1.52,72,4.3,2782.86
1971,1,3,0,0,1,8.8,13,4.1,4942.01
821,4,2,1,1,0,2.06,25,8.9,3554.9
2637,4,1,0,0,1,1.8,34,5.8,5562.8
2814,2,3,0,1,1,4.33,61,1.7,6083.88
2617,4,3,1,1,0,4.7,39,5.8,6803.95
2732,5,1,1,1,0,2.28,7,5.2,5421.44
1720,1,2,0,1,0,9.4,68,4.2,5663.81
431,3,1,0,1,0,7.96,90,5.1,3300.72
912,3,1,1,0,1,9.28,62,7.5,3831.07
865,3,2,0,1,1,2.1,39,2.6,3039.94
2182,3,3,1,1,0,3.2,9,6.7,5225.63
408,4,1,0,1,1,7.66,31,6.7,2882.95
1083,2,2,1,0,1,4.77,65,4.3,3540.92
2393,5,2,0,0,1,3.48,16,3.0,5027.55
2769,3,1,1,1,0,2.49,96,3.0,6373.46
1859,1,1,1,1,1,2.86,36,5.3,4052.12
2847,4,1,1,1,0,2.45,56,8.1,6559.38
1785,3,3,1,1,0,2.11,77,8.1,5243.51
1345,3,1,1,0,1,2.45,32,5.6,3572.75
2351,1,1,0,0,1,5.11,85,2.9,5278.53
2006,2,1,0,1,0,3.14,7,5.2,4027.05
432,4,1,1,1,0,9.27,64,9.6,3745.65
1301,3,2,0,1,1,8.12,20,3.0,4245.37
645,5,3,1,0,0,6.22,7,3.0,3567.56
400,5,2,1,1,0,3.99,45,4.9,3342.27
1291,5,3,0,0,0,5.28,66,2.4,4866.99
430,4,1,0,1,1,8.25,69,2.6,2859.63
1463,3,3,1,1,0,3.19,72,3.4,4545.22
1912,3,3,1,0,0,9.8,99,2.9,5944.23
1000,3,3,1,0,0,9.84,68,5.8,4292.7
734,5,1,0,1,0,1.28,9,8.3,2722.68
2061,4,3,0,1,0,5.3,1,1.3,4978.24
826,1,2,1,0,0,4.17,96,1.1,3048.59
1937,3,2,0,0,1,9.08,95,4.0,5708.99
1351,1,1,0,0,1,5.93,7,4.7,3101.1
1408,4,1,1,1,0,5.59,31,6.1,4349.05
461,5,2,1,0,1,3.48,88,5.4,3650.49
1588,3,1,1,1,0,6.87,98,3.9,5140.47
1327,4,1,0,0,0,8.06,47,3.5,4181.14
1358,1,1,0,1,1,1.64,74,9.4,3943.54
685,2,1,0,1,0,3.61,64,6.3,3118.4
840,3,2,1,1,0,2.33,63,1.0,2697.69
2563,5,1,0,0,1,3.48,90,7.4,6700.24
829,1,2,0,1,1,9.86,53,1.8,3762.35
2381,3,1,1,1,0,4.78,52,8.9,5960.3
1875,1,2,1,1,1,2.64,1,4.8,3772.15
2596,5,3,1,1,0,4.43,51,1.8,6203.54
641,5,2,0,1,0,6.25,19,3.7,3034.95
473,4,1,1,1,1,6.54,22,2.8,2762.03
1288,3,3,0,0,1,9.24,59,5.4,4929.13
642,1,2,0,0,0,1.64,4,5.1,2168.93
1960,5,3,1,0,0,2.22,81,6.7,5322.03
1884,4,3,1,1,1,1.54,95,9.3,5915.23
2588,1,3,0,1,0,4.71,66,9.2,5829.64
1006,5,1,0,1,1,1.06,94,4.2,3397.64
1350,3,2,1,0,1,5.39,76,5.9,4973.97
928,4,1,0,0,1,7.02,85,4.5,4018.66
2525,1,3,1,0,0,6.44,94,3.0,6420.22
1170,1,1,0,1,0,8.84,57,8.6,4407.32
1418,2,1,1,1,0,1.24,97,7.7,3930.4
2683,4,3,1,0,1,8.68,18,6.1,6371.13
862,5,3,1,0,0,6.52,94,5.4,4611.23
1982,5,1,1,1,1,9.75,47,5.8,5738.79
2016,3,3,1,1,1,6.68,88,4.2,6428.73
1830,1,2,1,1,0,7.11,4,7.8,4876.07
1901,4,1,1,0,1,9.83,61,1.3,5647.87
1413,4,3,0,0,1,4.75,31,9.6,4071.75
2505,4,2,1,1,0,1.8,49,7.3,6143.08
2186,4,1,0,0,0,1.14,77,8.5,5659.64
2419,1,3,1,0,1,5.27,68,9.9,6523.7
2636,3,3,1,1,1,2.59,37,6.8,6048.94
1543,1,3,1,1,1,5.46,19,9.0,4303.09
2795,1,3,1,1,0,6.43,59,1.2,6604.83
2966,2,2,1,0,0,7.26,58,2.5,6834.26
1346,5,1,1,1,1,8.0,61,1.9,4378.18
2232,1,1,0,1,1,6.07,78,9.2,5682.71
2643,2,1,1,0,1,1.25,78,8.3,6172.01
1759,3,2,1,1,1,7.3,51,9.9,5540.23
511,1,3,0,1,0,3.4,36,6.9,2380.11
730,4,1,0,1,0,4.05,75,3.4,3133.55
2848,4,1,0,1,0,1.17,80,1.4,6100.42
2807,1,1,0,1,1,6.52,21,6.4,5748.43
2665,3,3,0,1,1,1.08,1,6.3,5534.01
2198,3,2,0,1,1,9.06,28,1.5,5237.01
614,5,2,0,1,1,2.66,14,2.1,2881.51
2751,1,2,0,0,0,2.81,49,9.4,6413.22
2283,2,2,0,0,1,6.27,29,1.5,5245.55
2647,5,1,1,1,1,7.0,49,4.8,6482.67
643,3,1,0,1,0,7.55,20,6.3,2737.21
2484,2,2,0,0,0,9.8,2,1.5,5861.65
1833,2,1,1,0,0,4.6,90,6.4,5455.94
1239,2,1,0,1,1,9.56,55,7.5,3915.94
2032,4,1,0,1,1,5.95,48,9.2,5653.41
2815,3,2,0,1,1,5.15,86,3.4,6046.24
1383,1,3,1,1,0,9.68,68,7.7,5135.29
629,2,3,0,0,0,7.46,10,7.4,2667.5
2459,2,3,0,1,0,1.26,42,1.5,5430.3
2659,5,1,1,1,1,1.21,2,8.1,5376.24
1903,4,2,0,1,0,1.96,17,7.5,5001.31
2352,3,2,0,1,0,4.19,37,1.8,5613.19
2676,5,1,1,1,1,3.55,39,6.0,6166.11
511,1,1,1,0,0,5.29,54,2.0,2195.3
1485,1,1,0,1,0,1.77,74,9.7,4293.27
2391,1,3,0,1,1,5.38,3,8.3,5511.07
915,4,2,1,1,0,1.24,89,9.9,3884.31
2068,3,2,0,1,0,6.38,98,5.0,5683.45
1522,1,2,0,0,1,7.83,78,4.0,4801.78
1926,4,3,1,1,1,4.33,52,7.3,5541.59
2741,4,1,0,0,0,1.15,10,3.1,4867.82
1091,1,1,1,0,0,2.55,86,5.6,3115.89
1502,1,2,1,1,1,9.67,49,9.0,4919.89
1864,5,1,1,1,0,2.5,10,3.4,4162.5
1468,5,3,0,0,1,3.53,17,2.2,3866.31
2982,2,2,1,0,0,4.48,27,6.0,6286.31
2666,4,2,0,0,1,3.11,40,9.7,6275.41
2464,4,3,1,1,0,7.17,82,1.1,6316.85
918,2,2,0,1,1,3.48,28,2.1,2986.93
2776,1,2,1,1,0,1.59,24,4.4,5380.52
1011,3,3,0,0,1,6.54,82,5.5,4441.82
2027,4,2,1,0,1,6.99,49,6.2,5798.16
2420,3,3,0,1,1,1.79,22,6.8,5653.11
2299,1,2,1,1,1,1.04,11,5.9,4635.56
565,2,2,1,0,0,1.85,49,3.0,2435.78
2321,1,3,0,0,1,8.89,17,2.1,5496.65
1366,4,2,1,1,0,7.52,25,3.2,4420.74
2995,3,2,1,0,1,1.68,27,9.4,6904.55
1500,1,3,1,1,0,6.88,77,5.6,4856.23
2020,4,1,0,0,1,3.16,37,7.4,5462.59
2223,2,1,0,0,1,7.09,5,7.9,5415.44
2370,4,2,0,0,1,7.46,8,7.3,5998.26
1214,1,2,1,1,1,4.96,38,5.9,3922.85
2624,3,1,0,0,0,8.82,42,3.7,5791.74
1982,3,2,0,1,0,7.9,95,7.5,5925.4
2466,1,2,1,0,1,1.23,36,2.9,4885.67
474,3,3,1,1,1,6.58,21,3.9,2790.35
1965,1,3,0,1,0,7.3,82,9.3,5345.8
2136,1,2,0,1,0,7.24,95,3.3,5888.28
1354,1,3,0,0,0,2.04,8,8.6,3870.72
843,4,1,0,0,1,9.96,69,5.0,3768.2
814,1,3,1,1,0,5.41,97,3.2,3806.6
2834,4,1,1,0,0,4.47,40,9.6,6261.16
757,3,2,1,1,0,9.45,81,2.0,4009.3
883,3,1,0,1,0,5.33,47,1.1,3749.94
811,2,2,0,1,0,8.19,43,1.4,2744.04
2446,2,3,1,0,1,9.9,57,7.3,6504.84
2515,4,2,1,0,0,2.24,6,2.0,5592.89
2668,1,2,0,0,0,8.48,17,7.1,6186.01
2155,5,1,1,0,1,6.52,19,5.2,5598.89
1213,2,1,1,0,1,4.19,56,8.2,3972.81
2515,3,1,0,0,1,4.74,86,3.0,5990.02
2841,1,1,0,0,1,8.27,71,4.5,6508.09
524,2,2,1,1,0,1.13,84,1.2,2767.48
2153,2,2,0,0,1,3.48,15,4.3,4444.53
2431,4,2,0,0,1,2.94,50,5.7,6141.91
2672,1,2,1,1,0,8.51,13,1.7,5762.95
1555,5,1,1,0,1,1.71,88,4.5,4613.46
514,3,1,0,0,0,9.76,37,6.8,3094.93
1935,2,2,1,1,0,1.04,40,4.6,4676.5
2185,5,3,1,1,0,2.38,87,1.6,6151.46
1577,5,1,1,0,0,8.89,6,5.7,4668.82
1630,4,3,0,0,1,5.48,95,2.7,5142.0
1721,5,2,1,0,0,9.71,94,6.2,6082.01
2781,2,1,1,0,0,1.98,67,8.8,6421.36
893,5,1,0,1,0,2.76,38,9.7,3483.94
1463,4,1,1,1,0,9.92,67,6.7,4590.05
929,2,2,0,1,0,6.83,5,9.4,3158.19
2826,2,1,1,0,1,5.59,0,4.0,6165.45
2621,1,3,1,0,1,7.93,22,4.7,5996.62
2354,1,3,1,0,0,6.22,92,9.0,6503.44
2162,5,3,0,1,0,3.66,44,7.0,5718.75
2478,3,2,1,1,1,5.19,14,9.7,5747.11
901,3,1,0,1,1,3.76,37,7.1,2852.46
2829,4,2,0,1,0,9.35,29,7.1,6773.33
2068,4,2,0,1,1,6.59,99,3.1,6130.74
1527,1,3,0,1,1,9.31,49,5.5,4946.7
2206,4,1,0,1,0,1.33,76,6.2,5527.48
1400,3,2,0,1,0,5.77,23,3.6,4135.94
2311,2,3,0,1,1,3.47,92,1.7,6106.55
1318,4,3,1,0,0,6.62,32,8.2,4234.77
1824,3,2,1,0,0,5.93,98,4.1,5354.01
1587,1,1,1,1,1,3.35,89,6.8,4797.63
786,4,3,1,0,1,7.31,80,7.6,4369.96
1658,3,1,1,1,0,9.17,48,2.0,5166.29
1999,1,2,1,0,0,5.67,49,4.7,5298.91
2631,1,1,0,0,0,9.3,2,8.8,5811.99
2135,3,1,1,1,0,2.46,62,9.1,5489.49
2893,2,2,0,0,1,6.34,38,7.6,6512.22
2543,3,3,1,1,1,4.9,43,9.6,7198.39
1244,3,2,1,1,1,8.17,77,5.5,4788.06
2530,4,3,1,1,0,6.37,87,8.8,7063.37
1985,1,2,1,1,1,7.86,86,1.6,5484.92
2225,1,1,0,0,1,9.83,35,1.2,5496.92
907,4,1,0,1,0,8.41,15,5.6,3613.12
2255,3,3,0,0,1,2.7,3,5.7,5111.52
1885,1,2,0,0,1,6.89,37,5.1,5074.1
838,4,2,0,1,1,1.53,85,8.8,3935.31
2109,4,3,1,0,1,5.06,47,3.1,5725.14
437,4,1,0,0,0,2.23,88,1.8,2607.39
2435,4,1,0,0,1,5.27,3,8.3,5803.66
2043,4,1,0,1,1,2.16,87,4.3,5611.68
1208,2,1,0,0,1,3.89,58,2.2,3517.24
849,3,2,1,0,0,3.89,77,1.3,3338.7
2082,3,1,1,1,1,6.19,11,4.3,5041.86
1022,3,3,1,0,0,4.76,66,7.6,3813.76
1668,4,3,0,0,0,8.95,23,6.9,5337.94
1714,3,2,1,0,1,3.99,25,5.3,4688.41
520,2,3,1,1,1,2.12,88,5.7,3362.51
1581,2,1,1,0,1,2.75,52,1.8,3411.61
1968,2,2,0,1,0,5.76,87,1.7,4894.25
1863,1,2,0,0,0,7.93,89,3.8,5148.99
1126,1,1,1,1,0,7.29,86,1.3,3944.6
1412,3,3,1,1,0,7.13,55,9.5,5103.96
2578,3,1,0,1,1,5.58,75,5.4,6228.5
2602,1,2,0,0,1,4.82,61,7.9,6105.21
2917,2,1,1,1,1,9.89,60,4.1,7030.47
2974,3,2,1,0,1,3.06,99,4.2,7051.08
2337,3,1,0,1,1,6.5,27,8.3,5902.3
1484,2,1,0,0,0,9.73,96,7.9,4772.4
1393,2,2,0,0,1,6.12,79,9.6,4645.59
2893,5,3,0,1,0,2.15,54,2.6,6212.19
2509,4,3,0,0,0,8.33,64,6.7,6908.8
1966,1,1,0,1,1,5.37,50,8.6,4823.93
952,5,2,0,0,0,3.1,58,4.4,3814.04
1702,5,2,0,0,0,6.28,9,2.5,4520.58
2997,5,1,0,1,1,8.32,30,6.0,6914.61
2701,2,1,1,0,0,3.7,67,6.5,5485.25
1802,4,1,1,1,1,4.21,14,1.3,4086.17
2345,4,1,0,1,0,3.18,31,3.6,5190.33
2570,5,1,1,0,0,8.29,59,3.0,6425.6
2854,3,2,0,1,0,7.64,48,2.8,6511.53
1688,1,2,1,1,1,9.97,69,1.1,5469.41
2055,2,3,0,1,1,3.26,9,2.5,4222.53
1015,4,3,1,1,1,7.87,42,2.6,4762.98
456,4,1,1,1,1,3.58,12,9.0,2219.65
2617,1,2,0,1,0,8.07,29,1.9,5573.73
599,5,1,1,1,1,5.1,65,8.1,3243.0
2570,5,3,1,0,1,9.78,51,8.7,7174.18
1442,5,1,0,0,1,6.94,41,4.1,4735.98
1579,2,1,0,0,1,2.84,43,3.3,3759.46
2531,1,2,1,1,0,7.13,96,1.3,6367.17
627,4,2,0,0,0,2.56,98,8.2,3864.23
1118,5,1,0,0,1,8.03,9,7.6,4013.02
2692,1,1,1,1,1,8.82,51,8.7,6254.51
1429,3,1,0,0,1,2.37,68,3.8,3802.05
543,2,3,1,0,1,3.39,81,4.4,3116.6
1788,4,2,1,1,1,9.93,86,6.5,5948.41
2615,2,3,0,0,1,5.93,98,1.4,6379.45
2489,2,1,0,1,1,3.61,42,8.1,5693.1
1568,3,1,1,1,0,2.86,67,3.0,4121.9
2368,4,2,0,0,0,5.97,54,2.1,5766.26
631,3,3,0,1,1,2.55,42,4.7,2973.28
1588,2,2,0,1,1,3.25,99,6.0,4739.29
1195,2,2,1,0,0,4.6,75,5.1,3733.09
892,5,3,0,0,1,5.91,71,6.5,4490.52
582,2,2,0,0,0,6.0,55,8.1,3372.8
1831,4,3,0,1,1,7.54,29,4.8,5315.01
2408,3,1,0,0,0,2.19,50,3.2,5065.78
2259,2,1,1,1,1,4.13,48,4.5,5165.85
1760,5,2,1,1,0,2.92,1,5.8,4505.3
2460,4,3,1,0,1,1.59,18,2.5,5706.88
1633,2,2,1,0,1,5.44,81,1.9,4228.42
1663,5,2,0,0,0,3.69,5,5.7,4030.91
2025,1,3,0,1,0,7.47,95,6.2,5986.16
1254,5,2,1,1,0,3.22,97,2.2,4411.32
1165,2,3,0,1,1,3.92,2,8.2,3487.56
1927,1,2,0,0,0,9.76,14,4.7,4871.8
2385,3,3,1,1,1,5.29,50,4.4,6261.51
2779,3,3,0,0,1,3.48,33,7.2,6307.06
2566,4,1,0,0,0,7.41,64,6.2,6842.26
1554,4,1,1,1,1,4.42,44,3.2,4655.25
577,2,1,1,0,0,6.96,65,1.0,2929.44
2213,2,3,0,0,0,6.04,33,1.8,5453.34
2157,3,2,1,0,1,4.33,95,8.1,6551.69
763,4,1,1,1,1,1.19,71,6.2,3460.18
2646,5,3,0,0,0,7.39,24,4.3,6420.14
2160,2,2,0,0,0,1.55,8,5.2,4437.27
2898,5,3,1,0,1,7.07,59,4.9,7392.94
2826,2,1,0,1,1,1.27,7,6.2,5059.52
2929,4,3,1,0,1,7.21,92,2.6,7660.92
2961,1,2,1,0,1,1.28,89,3.1,6532.17
1600,2,3,0,1,0,1.09,32,6.4,3863.93
2867,5,1,1,0,0,6.68,23,6.6,6539.52
2643,3,2,0,1,0,6.1,28,1.8,6123.61
2270,1,2,0,0,0,1.22,84,5.8,4997.5
2317,1,1,1,1,1,7.9,50,4.1,5676.84
2558,4,3,1,0,1,6.64,96,3.2,6639.06
1467,4,3,0,1,0,9.25,93,5.6,5625.78
1547,3,2,0,0,0,9.77,40,6.6,5203.91
1154,1,1,1,1,1,6.65,91,5.3,4219.54
2373,4,2,1,1,0,5.53,7,5.4,5991.06
881,1,2,1,1,0,6.74,34,7.3,3357.49
2526,5,1,1,1,1,3.38,9,4.0,5569.12
510,5,1,1,0,0,2.43,84,5.2,2873.76
1247,1,2,1,0,0,8.5,23,8.8,4214.94
1447,5,1,1,1,1,7.41,2,8.4,4524.52
1551,4,3,0,0,1,2.52,63,3.7,4687.15
1368,2,2,1,0,1,7.49,66,6.7,4675.0
1195,1,2,1,0,1,2.69,41,7.0,3191.35
2281,5,2,1,1,0,3.25,14,6.7,5750.23
1289,3,1,1,0,0,5.83,25,1.2,3631.02
1789,3,1,0,0,1,6.18,14,8.0,4388.38
2150,4,2,1,0,1,6.87,92,4.2,5888.29
972,4,2,0,1,1,1.91,62,6.3,3854.53
1416,1,1,0,0,0,6.03,83,6.1,4304.4
438,4,1,1,0,1,8.48,52,7.0,3424.47
2801,4,1,1,1,1,3.23,70,4.3,6435.19
1063,1,3,0,0,0,9.21,57,7.9,4089.47
1770,5,2,1,0,1,9.66,18,4.1,5429.38
1330,4,2,1,1,1,1.76,62,9.8,4494.86
1282,5,2,1,1,0,8.97,34,7.8,4947.01
983,5,2,0,0,0,9.86,47,8.8,4484.89
1448,3,2,1,1,1,8.19,66,9.8,4988.17
2128,1,3,1,1,1,3.91,47,9.9,6102.27
880,4,3,0,1,0,6.78,49,2.2,3751.33
2654,2,1,1,0,0,7.49,89,8.3,6615.47
1389,2,2,1,0,1,2.76,67,6.2,3817.4
817,3,3,1,0,0,6.93,66,8.6,4295.96
1871,4,2,0,0,0,7.17,91,2.6,5531.35
2068,4,1,0,0,1,6.26,9,2.5,4860.03
1505,5,1,1,0,0,1.91,9,4.5,4189.19
1586,5,3,0,1,0,6.5,85,5.9,5426.88
791,3,3,1,1,1,8.03,65,6.4,4338.06
1101,4,1,0,1,1,9.08,97,5.6,4645.69
2824,3,1,1,1,1,8.66,65,4.8,7004.12
2127,4,2,1,0,1,1.97,33,7.0,5098.51
2915,2,1,0,1,0,7.18,37,6.1,6301.33
600,2,2,0,0,0,7.99,67,6.9,3308.01
2693,2,3,1,0,0,2.01,21,8.8,6010.76
582,5,1,1,0,1,2.2,4,1.9,2095.64
868,2,1,1,1,1,5.8,57,9.4,3605.77
1259,5,3,1,1,0,8.39,96,2.0,5216.27
1727,4,1,1,0,0,3.38,61,3.8,5141.44
2989,3,3,0,1,0,5.4,13,8.6,7164.03
935,5,2,1,1,0,7.4,6,5.9,3959.71
2922,5,1,0,0,0,2.51,7,8.5,5748.4
1952,4,1,0,1,1,3.23,61,2.9,4764.08
2993,2,1,1,0,0,4.68,47,1.0,6160.63
1720,5,3,0,1,1,5.87,92,9.5,6133.1
2247,5,3,1,1,0,2.96,99,4.0,6371.59
2761,1,3,0,0,1,6.25,63,9.6,6686.79
681,4,1,1,1,0,5.19,29,9.1,3165.08
2747,4,1,1,1,0,9.58,57,5.5,6711.99
1113,3,3,0,0,1,1.13,1,9.4,3847.89
1091,1,3,1,1,0,9.42,72,4.6,4132.36
1737,1,2,1,1,1,5.82,20,7.0,4564.14
1668,2,2,1,1,0,2.51,78,8.9,4653.04
2507,1,2,0,0,1,5.33,26,8.3,5589.86
2189,5,2,1,1,0,4.68,53,2.3,5626.65
1719,4,3,1,0,0,6.27,55,3.6,5219.05
2056,5,1,0,0,0,6.07,63,7.6,5324.25
2579,5,3,1,1,1,1.9,64,1.3,6514.21
1646,3,2,0,1,0,8.53,23,7.3,4516.66
2291,2,2,1,0,0,2.04,92,7.5,5531.54
2248,5,1,1,1,0,3.11,56,1.0,5550.6
1889,5,1,0,1,1,8.81,67,2.0,5724.9
2186,5,2,1,1,1,9.92,5,5.2,5734.38
1557,1,3,0,0,1,6.4,6,1.9,3795.94
2317,2,3,0,1,1,1.39,94,4.5,5695.23
626,1,2,1,1,0,9.16,76,1.2,3445.71
2397,2,1,1,0,0,1.94,53,8.2,5353.84
1998,2,1,0,1,0,8.93,18,7.6,4652.21
450,2,1,1,1,1,10.0,57,1.9,3102.52
2415,3,1,0,0,0,3.29,50,7.9,4914.79
1449,3,1,1,1,0,6.33,16,3.8,4080.42
870,4,1,0,1,1,5.28,61,7.9,4138.51
2501,1,1,0,0,0,2.84,85,4.8,5523.38
1633,2,3,0,1,0,3.32,54,8.1,4809.24
1957,5,3,1,1,1,9.03,1,1.2,5175.48
2026,4,3,1,0,1,7.74,77,1.7,6108.24
1827,2,2,0,0,1,2.55,87,5.2,4824.77
1168,3,2,0,0,0,2.23,15,6.1,3430.28
1114,1,1,0,0,1,8.37,66,5.7,3590.95
1039,5,1,0,0,1,5.39,14,9.9,3703.81
2842,2,1,1,1,0,6.79,28,2.5,6123.5
473,4,3,1,1,1,2.9,67,4.0,2980.25
1144,1,2,0,1,0,2.48,55,7.7,3403.03
2405,2,3,1,0,0,6.92,46,2.1,5579.09
2541,1,1,1,0,1,8.1,60,8.1,6144.3
1148,2,2,1,0,1,3.92,83,7.2,4358.89
1695,3,2,1,1,1,7.42,94,8.3,5535.16
1553,4,2,1,0,0,3.93,48,4.6,4675.98
1164,2,1,0,0,1,6.35,55,9.9,3936.69
2398,2,2,0,1,0,6.3,51,7.2,6126.56
2243,5,1,0,1,0,8.57,82,3.3,6452.61
908,4,1,1,0,0,1.01,60,3.9,2953.42
806,2,3,1,1,1,5.86,16,3.1,3186.13
1361,1,1,0,0,0,9.86,17,1.6,3896.11
927,5,3,1,0,0,6.56,65,2.7,4355.76
597,3,1,1,1,1,6.1,82,2.8,3163.71
2427,1,2,0,0,1,4.15,15,6.6,4981.14
2471,4,2,1,1,0,9.68,6,6.4,6641.17
1386,2,2,0,1,1,3.13,39,7.1,4181.23
791,1,2,1,1,0,5.36,37,3.1,2732.53
2545,5,1,1,1,1,2.95,3,8.9,5605.54
968,1,2,1,0,1,4.92,41,5.7,3215.34
932,3,3,1,0,0,3.17,6,6.7,3562.13
2364,5,1,0,1,0,7.26,31,7.9,6044.63
474,5,1,0,1,0,5.57,64,5.0,3174.52
1135,3,3,0,0,1,9.16,95,2.0,5061.92
1201,4,2,0,1,1,9.56,39,2.7,4545.92
1433,4,3,0,1,0,5.51,20,5.1,4417.7
1357,3,3,1,0,1,7.6,39,7.7,4906.68
1587,4,2,0,1,0,8.1,56,4.8,5081.4
2655,2,2,0,1,0,3.31,62,2.9,6053.56
2133,3,3,0,1,0,8.4,2,9.6,5875.45
930,1,1,1,1,0,4.66,38,4.3,2986.71
1712,5,1,1,1,1,7.79,72,8.2,5794.1
503,2,3,1,0,1,8.16,53,6.2,3102.61
2359,3,1,1,1,1,4.0,80,6.7,5840.59
1561,2,1,0,0,1,9.56,12,2.6,4099.27
2449,3,2,1,0,1,4.38,34,5.5,5711.84
2347,5,1,0,1,0,7.26,25,9.0,5464.9
1905,2,3,0,0,0,8.05,62,4.9,5723.77
1525,3,3,1,0,0,5.69,2,5.1,4390.28
603,2,2,0,0,1,7.04,71,1.4,3219.62
1768,4,3,0,0,0,5.65,14,5.6,4837.07
758,4,1,0,0,0,1.0,87,2.3,2461.96
2389,3,1,1,1,0,6.92,94,1.3,6382.08
438,1,2,1,1,0,5.64,88,5.7,3300.7
2860,5,3,0,0,1,6.94,13,2.0,6904.84
1090,3,1,1,1,1,9.51,23,6.4,4209.45
2418,1,3,1,1,1,5.69,52,4.9,5588.13
2975,1,3,0,1,0,7.58,30,3.3,6483.2
2772,3,3,0,0,1,9.06,53,7.3,7013.45
1360,4,1,0,1,0,6.04,42,8.0,4606.03
2233,5,2,1,0,0,9.72,64,2.5,6545.27
2758,2,1,0,1,0,8.38,83,6.1,6891.61
1101,4,1,1,0,1,2.25,15,5.4,3275.7
511,2,3,0,0,1,4.32,75,8.3,3272.99
911,3,1,1,0,0,9.44,44,4.8,3719.63
2707,5,1,0,1,0,4.39,40,7.7,6844.98
576,3,3,0,1,0,8.07,27,8.8,3167.36
1018,5,1,0,1,1,3.45,97,4.8,4743.37
469,5,3,0,1,1,4.93,72,3.3,3306.95
1720,3,3,1,1,0,5.66,27,5.4,5143.65
2548,1,2,1,0,1,6.11,69,7.4,6062.6
1914,5,3,0,0,0,2.55,10,9.4,4976.31
2677,5,1,1,1,0,4.49,61,6.0,6751.09
2154,4,2,0,0,1,5.79,95,9.7,6082.08
2794,3,1,0,0,1,2.63,55,6.7,6381.29
1735,2,1,1,1,0,8.61,51,7.3,4603.41
915,5,1,0,1,0,1.46,94,3.1,3515.56
1664,5,1,1,0,1,7.29,70,7.8,5369.78
727,3,2,1,0,0,1.3,93,3.8,3052.45
1496,4,2,1,0,0,7.05,38,5.7,4431.1
751,1,2,0,0,0,6.95,59,3.0,3060.9
968,4,3,0,0,1,4.81,84,9.6,4650.7
2358,5,3,0,0,1,4.83,13,6.4,5804.02
783,2,2,1,0,0,2.66,93,1.9,3298.02
1981,3,3,1,1,1,2.38,37,1.9,5246.96
1438,2,1,1,1,1,5.85,61,3.0,4063.91
2922,1,1,1,1,0,9.48,65,7.8,6543.3
1319,3,2,1,1,1,9.63,98,2.7,4915.57
1443,2,3,0,0,1,6.59,18,5.6,4534.31
2169,2,2,0,1,0,9.66,46,7.2,5699.7
1152,2,1,0,0,1,1.04,77,8.3,3411.02
1307,4,2,0,1,0,2.71,8,6.3,3553.04
1607,4,2,1,1,0,9.32,58,5.7,5483.7
1186,5,2,1,1,1,6.88,41,3.2,4681.54
2406,2,2,1,1,0,6.24,17,1.3,5157.47
970,5,1,1,0,0,4.51,44,3.9,3569.35
